gene_id	transcript_id	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EKVX_LUNG	HOP62_LUNG	HOP92_LUNG	NCIH226_LUNG	NCIH23_LUNG	NCIH322_LUNG	NCIH460_LUNG	NCIH522_LUNG	HCT116_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	HT29_LARGE_INTESTINE	KM12_LARGE_INTESTINE	SW620_LARGE_INTESTINE	SF268_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	SF539_CENTRAL_NERVOUS_SYSTEM	SNB75_CENTRAL_NERVOUS_SYSTEM	U251MG_CENTRAL_NERVOUS_SYSTEM	LOXIMVI_SKIN	MALME3M_SKIN	MDAMB435S_SKIN	SKMEL24_SKIN	SKMEL28_SKIN	SKMEL5_SKIN	UACC62_SKIN	IGROV1_OVARY	NIHOVCAR3_OVARY	OVCAR4_OVARY	OVCAR8_OVARY	SKOV3_OVARY	X786O_KIDNEY	ACHN_KIDNEY	UO31_KIDNEY	PC3_PROSTATE	MCF7_BREAST	MDAMB231_BREAST	MDAMB468_BREAST	BT549_BREAST	T47D_BREAST
ENSG00000186792.11	ENST00000359051.3	1.49	0.84	0.9	0.96	4.38	0.14	2.35	0	2.07	0.51	0.57	0.29	0.21	0.76	0.37	1.19	0.78	0.97	0.64	0.8	1.41	0.81	0.39	0.4	2.02	0.29	0.74	0.25	0.47	0.66	0.78	0.6	0.51	0.8	3.64	0.63	1.62	2.68	0.21	0.38	0.43	1.28	0.28
ENSG00000186792.11	ENST00000415204.1	1.55	0.14	1.34	1.34	0.81	0.92	1.33	0.8	1.48	0.81	1.24	1.8	0.33	0.8	0.74	1.01	0.63	1.38	1.2	1.1	1.94	1.66	0.74	0.54	3.1	0.47	0.49	0.3	0.86	0.61	0.82	1.26	1.01	2.23	1.36	0.37	1.59	2.8	0.53	0.61	0.61	0	0.65
ENSG00000186792.11	ENST00000450982.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186792.11	ENST00000513170.1	0.5	0	0.13	0	0	0	0	0	0.08	0	0.25	0	0.55	0.35	0	0	0.15	0.94	0	0	0.35	0	0	0.19	0.7	0	0	0.07	0	0	0	0	0	0.59	0	0	0	0	0.02	0	0.06	0	0.18
ENSG00000186866.12	ENST00000331343.7	0.44	1.39	1.28	1.21	2.41	4.32	1.05	2.11	1.91	1.09	0.96	2.97	2.03	1.1	2.28	3.67	2.34	0.7	4.11	2.9	4.57	3.07	3.39	2.39	5.96	3.23	1.97	2.62	1.86	1.18	6.02	1.48	1.51	2.09	2.93	1.6	1.36	1.62	4.12	2.18	1.99	1.72	4.48
ENSG00000186866.12	ENST00000349485.5	4.01	24.94	4.28	9.81	10.86	32.04	20.56	14.37	11.45	15.87	6	14.48	7.02	9.48	6.41	3.54	2.41	23.13	36.12	65.85	53.89	24.85	5.3	13.22	13.66	22.7	26.76	8.16	16.56	13.5	18.88	19.05	12.15	13.05	42.3	9.66	32.03	11.43	5.91	17.75	6.16	21.67	5.43
ENSG00000187210.8	ENST00000376730.4	0.52	0.1	0.49	0.99	0.08	6.11	2.23	2.37	0	0.58	0.03	0	0.59	0.33	0.21	1.8	0.41	1.34	3.37	9.77	8.08	8.11	0.99	0.47	0.95	0.81	1.12	0.04	0.43	0.54	1.64	2.3	0.46	14.05	1.48	2.38	1.41	0.11	0.39	8.82	0.13	0.33	0
ENSG00000187210.8	ENST00000442371.1	0	0	0	0.14	0.05	0.14	0.18	0	0	0	0	0	0	0	0	0.02	0.02	0	0.32	0.02	0.54	1.12	0	0	0.09	0	0	0	0	0	0	0.12	0	0.57	3.02	0	0.19	0	0.01	0.25	0	0	0
ENSG00000187210.8	ENST00000444201.2	5.66	0	0.47	1.28	0.32	9.48	2.4	4.43	0.84	2.01	0.13	0.14	1.8	1.49	0.33	4.16	1.49	0.79	4.33	3.31	2	6.6	0.61	0.12	0.91	0.76	1.33	0.07	0.77	1.62	3.09	2.24	2.07	8.54	8.86	3.13	2.58	0.07	0.86	6.46	0	1.11	0.08
ENSG00000188611.10	ENST00000395526.4	0.06	2.33	0.28	0.47	0.83	0.38	0.62	0.22	0.4	0.43	0.82	1.01	1.11	0.85	0.76	0.8	0.69	0.18	0.57	0.54	0.26	0.28	0.59	0.29	0.78	0.36	0.17	0.26	0.29	0.56	0.91	0.25	0.77	0.56	0.61	0.67	0.23	1.05	0.49	1.08	0.46	0.47	0.54
ENSG00000188611.10	ENST00000447815.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196228.2	ENST00000329106.2	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196371.2	ENST00000358752.2	23.72	4.9	0.15	4.2	3.81	1.46	1.71	0.56	2.21	0.57	1.26	2.46	4.49	9.77	21.35	4.73	19.15	2.9	1.44	2.03	2.19	1.02	4.99	0.64	0.01	1.3	2.68	0.6	1.35	3.88	0.92	2.94	4.32	4.88	10.18	3.34	5.85	1.28	0.71	3.04	0.28	0.79	1.16
ENSG00000196376.6	ENST00000360388.4	0.01	0.11	0.02	0.01	0.25	0	0	0.01	0	0.01	0.02	0.02	0.01	0.01	0	0	0	0.03	0.01	0.11	7.43	1.48	0	6.15	3.89	21.5	0.39	3.07	1.12	1.16	0.07	0	0.27	0.02	0.01	0	0.02	0	0	0.03	0	0.11	0.01
ENSG00000196547.10	ENST00000360468.3	12.01	33.7	10.9	16.24	13.62	6.57	5.36	9.62	5	9.69	3.66	11.86	5.94	9.69	13.79	6.3	7.81	9.26	6.77	5.8	6.81	21.84	4.08	28.97	16.9	17.38	15.88	9.51	4.24	11.41	2.97	4.31	3.79	14.39	9.15	5	5.05	4.36	10.31	4.9	11.05	2.69	9.2
ENSG00000196547.10	ENST00000559717.1	4.07	11.64	3.45	8.7	3.51	1.09	0.99	1.87	0.76	5.85	0.68	3.09	2.47	5.31	1.55	2.46	1.75	4.43	2.11	3.25	5.71	3.03	0.73	11.36	4.83	9.46	9.9	2.74	7.02	4.9	0.83	1.56	0.4	10.82	2.74	2.69	3.76	0.96	2.57	2.57	3.32	0.66	1.93
ENSG00000196562.10	ENST00000359930.4	0.04	0.04	0.59	0.02	2.26	1.25	0	0.42	0.53	0	0.06	0.15	0.13	0.13	2.5	1.34	1	0.11	4.28	1.53	5.55	2.83	0	0.05	0.27	0.47	0	0.12	0.04	1.67	1.18	1.33	0	2.21	0	0.43	4.87	7.51	14.78	0	2.49	1.18	0.09
ENSG00000196562.10	ENST00000467815.1	0.06	0	0.28	0	3.75	0.83	0.03	1.41	0.28	0	0	0.16	0	0	4.63	6.36	3.51	0	2.64	1.79	5.96	3.58	0	0.17	0.02	0.39	0	0	0	3.98	0	0.43	0	4.13	0	1.08	1.74	6.12	43.83	0	1.58	0	0.22
ENSG00000196562.10	ENST00000484875.1	0.75	0	4.71	0.06	61.99	12.18	0	7.32	3.01	0.04	0.8	0	1.6	0.47	34.01	14.74	11.65	1.94	45.07	26.28	75.21	43.33	0	5.68	0.41	6.97	0.21	0.33	3.09	38.63	14.08	16.54	0.07	55.01	0.1	19.33	36.63	97.28	127.39	0	11.28	10.7	0
ENSG00000196743.4	ENST00000357164.3	15.05	17.97	15.82	18.41	17.21	16.32	43.23	2.49	12.09	8.15	11.27	26.76	12.75	14.22	9.54	3.54	2.13	12.47	19.93	28.13	25.53	18.7	8.25	31.25	10.47	32.15	68.46	32.55	21.23	13.72	11.53	21.4	16.37	14.3	12.33	8.97	15.17	33.82	17.6	13.08	68.7	19.93	20.94
ENSG00000196968.6	ENST00000372841.3	0.74	10.12	2.92	14.98	6.5	7.2	7.33	7.57	3.44	6.44	6.16	15.31	10.67	9.29	6.67	3.03	6.39	14.18	6.61	14.1	13.15	21.65	6.76	10.79	3.82	10.34	11.84	8.2	5.65	18.42	6.42	3.87	17.19	17.56	11.79	8.48	5.11	20.34	5.16	9.99	4.45	12.52	7.09
ENSG00000196968.6	ENST00000394790.1	0	0.28	0	0	0.3	0.21	0	0.06	0	0.16	0.06	0.37	0.17	0.18	0.12	0	0.09	0.31	0.19	0.23	0.24	0.39	0.23	0.12	0	0.27	0.25	0.06	0.16	0.15	0.06	0.16	0.29	0.39	0.26	0.26	0.15	0.36	0.07	0.1	0.31	0.17	0.04
ENSG00000197093.6	ENST00000360039.4	0	0	0	0	0.01	0.94	0.97	0.05	0	0	0	1.47	0	0.61	0	0.12	0	1.54	0.41	0	4.69	0.74	0.37	2.83	5.65	7.64	1.01	0.84	0	0	0	0.12	0	0	0	0	1.18	0.35	0	0.42	0	0.09	0
ENSG00000197093.6	ENST00000413800.1	0.17	0.34	0.08	0.31	0	0.76	1.44	0.03	0.25	0.05	0.13	5.22	0.19	0.46	0.21	0.05	0.26	1.89	0.51	0.05	3.65	0.68	0.3	3.98	8.08	7.92	0.57	1.33	1.06	0.63	1.3	0.32	0.83	0.06	0.02	0.49	2.5	1.02	0.1	0.23	0.48	0.44	0.05
ENSG00000197165.6	ENST00000335715.4	0.04	4.7	0	0	0.02	0.45	0.07	0.95	0.06	0.02	0.48	0	0.17	0.54	0.49	0.06	0.3	0	0.09	0.05	0	0.21	0	0	0	0	0	0	0	0	0.4	1.12	0.03	0.14	0	0	0.11	0	0.52	0	3.94	0	1.24
ENSG00000197165.6	ENST00000395630.1	0	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0.41	0	0.11
ENSG00000197888.2	ENST00000317746.2	0	0.01	0	0.01	0.04	0	0	0	0.01	0.3	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.04	0.06	0	0	0	0.01	0.05	0	0.04	1	0.01	0	0.03	0
ENSG00000198075.5	ENST00000272452.2	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0	0.05	0	0.02	0	0	0.01	0	0.04	0.01	0.03	0	0	0	0	0	0.01	0	0	0	0	0.23	0	0	0	0	0	0.03
ENSG00000198075.5	ENST00000409309.3	0	0.22	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.02	0	0.05	0.14	0.03	0	0.02	0.03	0	0	0.15	0	0	0	0	0.02	0
ENSG00000198162.8	ENST00000356554.3	1.73	12.96	6.05	14.44	10.66	7.43	7.53	10.07	11.61	9.79	4.97	22.41	14.95	15.21	7.95	7.29	5.82	7.8	11.44	9.76	11.62	37.8	5.93	9.54	4.76	10.53	14.12	7.18	12.24	13.14	20.27	3.97	14.32	18.04	12.18	8.19	9.1	5.66	11.61	8.06	12.82	10	6.4
ENSG00000198203.5	ENST00000251481.6	0	0.07	0	0.05	0	0.07	0.59	0.01	0.02	0.01	0.01	0	0.56	1.96	0.19	2.05	1.97	0.04	0.07	2.09	0.34	0	0.01	0.15	0.05	0.01	2.01	0.39	0.13	0.2	0.38	0.21	0.1	6.37	0	0.01	2.13	0	0.01	0	0	0.02	0
ENSG00000198203.5	ENST00000326853.5	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0.04	0	0.05	0.3	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0.14	0	0	0	0	0	0
ENSG00000198380.8	ENST00000357308.4	0.57	0.36	0.05	0.23	0.04	0.39	0	0.46	0.37	0.3	0	0.19	0.04	0.05	0.08	0.17	0.08	0	0.12	0.16	0.06	0.09	0	0.4	0.14	0.07	0.23	0.19	0.07	0	0	0.15	0.05	0	0.09	0	0	0.32	0	0	0.09	0.04	0
ENSG00000198380.8	ENST00000361060.5	2.18	63.3	7.27	50.39	15.36	20.14	11.02	20.6	16.77	20.24	18.71	15.65	14.89	34.41	33.28	33.25	12.26	13.39	16.18	10.94	16.28	16.1	7.49	21.22	12.26	21.63	26.81	15.77	18.14	16.22	9.79	16.93	14.53	23.77	34.64	27.35	20.24	8.87	15.75	15.75	18.84	9.51	11.15
ENSG00000198408.9	ENST00000357797.5	0.05	0.39	0.04	1.76	0.27	0.28	0.41	0.45	0.08	0.1	0.15	0.62	0.67	0.56	0.35	0.13	0.23	0.09	0.36	0.24	0.67	0.46	0.37	0.44	0.3	0.31	0.19	0.33	0.05	0.24	0.32	0.28	0.32	0.26	0.7	0.37	0.45	0.14	0.64	0.38	0.34	0.31	0.28
ENSG00000198408.9	ENST00000361464.3	7.72	38.14	22.62	90.78	27	43.74	26.85	25.19	31.11	11.34	19.3	53.11	44.77	48.28	38.26	23.07	23.15	26.96	24.98	39.64	44.5	38.38	33.1	31.08	22.77	36.07	24.29	24.05	15.04	32.65	48.73	24.91	43.41	18.83	47.8	36.82	31.8	14.25	38.55	39.23	31.55	64.49	34.25
ENSG00000198408.9	ENST00000370094.3	0.18	7.43	2.69	24.13	1.26	1.82	1.36	2.56	2.88	1.22	2.27	4.68	4.62	3.12	5.04	4.36	3.17	0.73	2.36	2.91	3.42	3.41	3.05	3.02	3.93	3.36	3.12	2.17	0.63	4.71	4.88	0.76	2	2.52	2.97	4.75	2.77	0.62	5.55	3.17	2.46	4.86	5.33
ENSG00000198408.9	ENST00000439817.1	14.63	9.81	6.03	14.46	6.84	8.52	6.22	7.62	5.76	2.56	5.69	12.09	5.42	7.61	10.15	5.85	7.98	5.81	7	7	9.44	11.89	8.51	7.84	3.96	8.19	6.03	6.91	2.53	8.65	9.38	6.26	12.17	4.63	5.56	8.94	3.5	4.03	11.65	7.36	5.87	11.01	11.53
ENSG00000198682.8	ENST00000361175.4	0	0.1	0.13	0.59	42.11	64.77	15.17	92.54	30.06	3.74	61.15	6.07	7.35	5.67	26.97	24.56	0	27.6	25.76	0	13.48	2.56	11.56	19.51	0	5.98	3.04	26.18	30.16	12.25	2.58	3.88	25.08	9.04	115.69	19.95	42.62	6.45	15.06	31.92	6.04	7.46	20.23
ENSG00000198682.8	ENST00000456849.1	0.19	0	0	0	13.69	7.15	1.9	20.33	3.36	0.89	20.03	0.22	0.3	0.22	0.56	9.47	0.19	0.18	0	0.02	0.25	0.22	0	0.64	0.16	0	0	6.03	2.07	23.72	0	0	0.26	1.53	5.9	12.57	2.14	0	2.96	0.31	0.56	0.01	2.18
ENSG00000198951.7	ENST00000396398.3	6.14	11.24	5.41	12.48	11.17	15.33	14.55	0.64	6.2	7.44	15.94	20.24	9.8	19.02	6.43	3.87	5.35	16.72	15.2	12.31	20.73	11.13	6.63	24.83	19.49	19.6	24.87	22.83	7.65	18.34	5.55	16.49	12.01	16.98	14.81	8.42	10.68	9.06	7.1	7.3	9.33	18.36	20.02
ENSG00000198951.7	ENST00000402937.1	1.25	1.65	2.46	2.3	5.59	3.34	2.01	0.19	1.72	1.78	3.17	4.38	3.2	5.63	2.04	1.03	1.12	3.78	3.66	3.45	6.87	3.7	1.73	9.29	2.22	15.36	11.19	5.26	3.11	6.87	1.54	2.89	1.06	7.03	3.63	1.21	1.89	0.61	3.86	0.72	2.07	3.96	3.23
ENSG00000198951.7	ENST00000403363.1	0.3	3.36	1.6	1.19	3.34	3.16	2.62	0.15	1.1	1.14	2.92	4.86	1.65	3.85	1.66	1.07	0.56	4.13	2.18	2.61	6.69	2.78	2.59	9.16	2.75	11.09	6.5	4.99	2.29	4.98	0.9	2.31	3.6	5.02	4.29	1.56	4.93	0.87	2.3	0.97	0.82	1.9	1.55
ENSG00000204099.7	ENST00000325935.6	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.12	0	0.02	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0
ENSG00000204099.7	ENST00000391969.2	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204099.7	ENST00000404257.1	0	0.04	0	0.21	0	0	0	0	0.01	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204099.7	ENST00000405370.1	0	0.03	0	0	0	0	0	0.03	0	0	0.01	0.08	0	0.21	0	0	0.55	0.02	0.04	0.01	0	0	0.02	0	0	0	0	0	0.02	0.04	0	0.03	0	0.02	0	0	0	0.01	0.01	0	0.07	0	0
ENSG00000204099.7	ENST00000407683.1	0	0.1	0	0	0.07	0.03	0	0.12	0.08	0	0	0.14	0	0.19	0	0	2.03	0	0	0	0	0.04	0	0.14	0	0.03	0	0	0	0.04	0.14	0	0.03	0	0	0	0	0	0	0	0	0	0.08
ENSG00000204386.6	ENST00000375631.4	11.28	112.08	46.91	31.6	32.64	41.67	64.47	40.88	14.48	27.97	8.78	76.58	16.32	13.03	21.74	10.67	21.93	94.81	76.03	212.54	111.06	72.83	18.42	92.4	21.78	75.04	62.38	103.25	38.28	75.35	49	36.97	28.57	21.02	19.39	52.43	87.03	26.45	78.03	50.45	40.39	99.19	68.82
ENSG00000204628.7	ENST00000512805.1	72.71	9.83	8.87	5.5	33.55	18.45	7.67	7.48	12.98	36.88	16.16	17.25	99.6	82.43	12.64	8.78	12.73	38.05	17.18	10.33	6.44	3.6	17.52	4.55	26.55	12.57	14.61	8.41	39.42	21.86	54.26	42.64	68.46	27.97	97.59	29.83	25.91	12.98	9.02	41.28	24.09	18.45	24.78
ENSG00000205060.6	ENST00000378509.4	3.46	12.06	5.2	10.81	9.6	11.03	17.87	7.48	7.13	1.57	6.68	13.15	8.21	5.7	3.26	5.7	8.94	10.35	14.69	8.58	11.9	12.44	8.64	34.87	8.07	11.86	10.72	40.38	8.63	6.52	5.66	3.36	8.04	5.3	12.97	14.06	8.79	10.32	2.8	12.27	3.46	8.02	1.86
ENSG00000205060.6	ENST00000470969.1	0	0.21	0.41	0.32	0.24	0.38	0.17	0	0.23	0	0.19	0.23	0	0.08	0	0.22	0.05	0.43	0.62	0.24	0.59	0.43	0.12	1.2	0.54	0.75	0	0.71	1.13	0.52	0.11	0.25	0.3	0.11	0.47	0	0.29	0.2	0.14	0.09	0.86	0.48	0.12
ENSG00000213614.5	ENST00000268097.5	8.34	12.93	14.9	14.12	17.08	8.87	15.59	10.19	3.54	15.18	7.23	8.05	2.57	5.18	9.89	3.12	8.37	29.76	8.59	23.61	24.52	19.71	9.74	46.8	14.11	26.36	28.46	11.32	7.51	6.55	10.88	4.67	5.88	8.76	13.53	21.09	19.57	0	13.42	8.56	7.48	11.93	2.31
ENSG00000213930.7	ENST00000378842.3	1.52	4	1.5	5.15	2.77	3.34	1.75	1.17	2.44	2.13	2.01	7.05	3.54	3.59	4.39	1.62	4.01	2.76	1.69	3.22	1.61	0.14	2.81	3.94	6.61	11.95	9.23	1.59	4.38	2.46	5.24	3.16	2.36	12.39	2.36	1.98	2.72	0.34	2.2	7.26	17.02	1.97	5.07
ENSG00000213930.7	ENST00000450095.2	1.73	2.17	0.21	1.92	1.88	1.08	1.58	0.44	1.5	1.45	0.8	1.58	0.48	1.67	0.52	1.04	1.71	1.99	0.42	2.59	1.18	0.08	1.87	1.48	1.51	4.59	2.4	1.11	3.51	1.53	1.62	0.88	2.06	6.2	0.13	0.76	0.75	0.34	0.6	2.46	2.23	1.6	1.48
ENSG00000214160.5	ENST00000397676.3	43.7	28.12	87.32	19.12	30.08	32.61	49.82	25.34	13.62	51.51	33.74	30.76	27.68	31.31	38.83	12.84	21.98	23.77	37.57	59.56	37.41	44.75	28.15	35.9	27.59	35.07	63.46	48.12	39.28	26.1	40.85	30.66	20.06	25.29	43.4	12.76	33.27	35.25	44.32	35.86	29.43	56.41	66.36
ENSG00000214160.5	ENST00000445626.2	4.9	4.93	9.73	0.22	2.76	2.89	3.3	3.42	2.19	7.56	3.88	3.16	5.79	3.05	4.72	1.55	1.68	1.89	8.14	9.88	6.41	1.63	2.33	4.93	12.32	1.87	8.23	5.89	9.67	4.03	4.6	2.05	1.96	2.6	8.05	1.35	3.27	3.48	7.35	4.93	6.96	5.9	6.75
ENSG00000215790.2	ENST00000355439.2	1.03	4.42	1.45	1.6	0.83	1.35	0.77	0.87	0.85	0.8	0.77	2.75	1.18	1.66	1.96	1.48	1.58	1.54	0.97	1.17	1.31	1.48	1.25	0.86	1.6	1.19	1.51	1.19	1.19	0.92	4.7	0.31	0.47	1.65	1.53	0.94	0.63	1.49	1.15	0.91	0.51	1.74	2.36
ENSG00000235863.2	ENST00000451237.1	0.41	1.46	0.22	7.72	4	0.43	4.08	0.27	0.89	7.42	0.68	7.2	0.2	0.44	2.7	0.26	0.59	0.03	0	0.34	0.21	0	1.84	3.02	0.02	8.8	0.15	0.52	0.27	0.63	2.18	1.42	0.31	1.08	0.05	1.42	0.02	2.33	6.8	1.17	6.23	2.35	6.33
ENSG00000237172.3	ENST00000449549.3	0.16	1.5	2.78	3.34	10.44	9.73	7.18	7.85	0.57	1.23	5.92	8.98	0.95	2.97	2.21	0.99	3.18	8.61	11.51	28.09	29.65	22.68	1.08	1.81	4.79	4.67	0.59	0.8	1.46	0.53	8.23	2.9	1.81	1.51	1.89	5.32	7.37	1.38	1.61	5.57	7.41	16.37	1.68
ENSG00000240224.1	ENST00000373414.3	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0.03	0.08	0.03	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0
ENSG00000241119.1	ENST00000354728.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15	0	0.02	0	0	0	0	0	0	0
ENSG00000241635.3	ENST00000360418.3	0	0	0.01	0.03	0.23	4.64	0	0	0.01	0.1	0.01	0.01	0.02	0.31	10.87	1.37	0.04	0.04	1.14	0.01	0	0	0	0.01	0.18	0.01	0	0	0.01	0.26	0.01	0.01	0	6.17	8.76	0.01	0.01	0.02	0.01	0.04	0.32	0	0
ENSG00000241635.3	ENST00000373450.4	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0.05	25.39	0.02	0	0.33	8.99	0	0.09	0	0	0.04	0.3	0.03	0.07	0	0	0.03	0	0	0.02	0.12	16.67	0	0	0.07	0.07	0.06	0.09	0.19	0
ENSG00000242366.2	ENST00000305208.5	0	0.04	0	0	0	16.54	0.03	0.03	0	0	0	0	0	0	0.07	4.95	0	0	0	0	0.03	0	0	0	0	0.02	0	0	0	0	0	0	0	0.39	0.03	0	0.05	0.03	0	0.12	0	0.02	0
ENSG00000242515.1	ENST00000344644.5	0.09	0.05	0	0.07	0.04	0	0.03	0	0.09	0.09	0	0	0	0	122.64	0.05	0	0.27	6.05	0.08	0.16	0.07	0	0.03	1.61	0.03	0.07	0.02	0.09	0	0.11	0.12	0.02	0	0	0.05	0.11	0.03	0.13	0.03	0	0	0.03
ENSG00000242515.1	ENST00000373445.1	0	0.04	0	0.02	0	0	0	0	0	0.01	0	0	0	0	3.52	0	0.13	0.09	1.92	0	0.02	0	0	0	0	0	0.03	0	0.03	0.18	0	0.03	0.02	0.16	0.25	0	0	0	0	0	0	0.02	0
ENSG00000243135.1	ENST00000482026.1	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244038.5	ENST00000375048.3	15.14	65.74	60.71	61.38	7.98	25.21	66.96	18.3	17.35	22.89	18.71	10.09	26.95	41.36	29.5	12.74	9.17	54.72	73.71	90.54	90.58	38.24	23.9	45.35	28.95	140.38	93.85	27.33	77.64	20.16	14.05	24.5	12.29	40.82	109.19	23.77	45.72	23.51	33.46	36.65	14.16	29.61	21.75
ENSG00000244038.5	ENST00000415136.2	0.47	1.98	3.38	0.65	3.3	6.56	2.93	7.2	0.96	4.96	6.16	2.19	4.37	3.84	11.8	1.91	5.46	5.42	10.57	2.32	2.45	13.55	7.23	1.46	3.32	3.53	3.13	11.06	0.22	6.11	0.3	3.39	2.14	1.17	0.93	1.17	2.2	2.56	3.57	1.49	2.6	1.15	3.82
ENSG00000244122.2	ENST00000373426.3	0	0.04	0	0	7.06	0.39	0	0	0	0.12	0	0	0	0	0.37	0	0	0.06	10.46	0	0.07	0.57	0	0	0.53	0	0.04	0	0.1	0	0	0	0	0.34	0.03	0	0	0.04	0.16	0.04	0.1	0.08	0
ENSG00000244474.1	ENST00000373409.3	0.02	0	0	0.02	0	0.11	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0.04	0.06	0	0	0	0	0	0	0	0
ENSG00000249853.3	ENST00000312719.5	0	0	0.03	0	0	0.1	0	0.04	0	0.01	0	0	0	0	0	0	1.82	0.26	0.01	0.01	1.06	0.04	0	0	0	0.94	0.01	0.47	0.65	0	0.39	0	0.04	0	0	0	0	0.15	0.01	0	0.03	0	0
ENSG00000249853.3	ENST00000411826.1	0.02	0	0.01	0.01	0.15	0.1	0.07	0.04	0.02	0.01	0	0.04	0.02	0.11	0.01	0.03	0.23	0	0.01	0.09	0.52	0.07	0.32	0	0.56	0.1	0	0	0	0.02	0.27	0.03	0.21	0.05	0.04	0.02	0.31	0.35	0	0.27	0	0.01	0
ENSG00000253710.1	ENST00000521508.1	1.89	4.08	2.79	7.43	5.44	4.89	4.25	7.27	6.29	6.79	2.71	5.01	7.57	9.58	7.01	5.02	4.13	3.44	8.42	5.89	11.38	6.01	4.42	8.44	3.83	8.31	8.7	8.38	3.24	7.24	4.77	2.34	5.72	6.37	6.84	5.7	6.35	7.05	3.75	4.53	3.98	5.62	7.16
ENSG00000254685.2	ENST00000370894.5	0	0.25	0	0	0	0.07	0.14	0	0.16	0	0	0.2	0.04	0.33	0.12	0.1	0	0	0	0	0.31	0.5	0	0.08	0.11	0.07	0	0.16	0.09	0.23	0.18	0	0.14	0.32	0.22	0	0	0	0	0.14	0.13	0.27	0.02
ENSG00000254685.2	ENST00000370898.3	0	0.45	0	0	1.38	0.86	1.01	1.58	0	1.37	0.35	0	0.94	2.98	0	0.25	0.73	0.44	0	0.12	0.27	0.98	0.58	1.58	0	0.95	0.54	1.48	2.77	0	2.02	0	1.65	0	1.84	0.45	0	0.58	0.74	0	2.69	0	1.55
ENSG00000254685.2	ENST00000534056.1	0	0.71	0	0	1.29	0.19	0.1	0.46	0	0.42	0.22	0.15	0.12	0.15	0	0.22	0.28	0	0	0.19	0	0	0	0	0.09	0.35	0.21	0.05	0	0.2	0	0.09	0.07	0	0.2	0	0.49	0	0.14	0.09	0.16	0	0.09
ENSG00000257594.2	ENST00000529983.2	0.52	2.98	1.57	7.93	6.86	2.68	2.26	1.21	1.65	2.17	1.29	11.25	1.99	3.1	4.27	4.13	1.12	0.82	1.82	2.75	1.98	2.04	3.01	2.58	2.32	2.77	1.57	2.06	3.09	4.26	1.76	0.4	1.27	2.75	3.44	5.09	4.83	4.55	3.23	4.13	1.89	2.83	3.88
ENSG00000261052.1	ENST00000338971.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
